Finding ID,Finding,Finding type,Source PDF,Page,Extracted evidence,Dataset records,Calculation,Confidence,Notes
F-MONEY-01,"309 firms are named as winners across 645 award notices worth 3723.68 crore taka, and 9 of them - 2.9% - account for half of it",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_538256.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director (CCORRP) || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=538256 (29/29 recorded values found on the page); bids.csv tender_id=538256 (5/5 recorded values found on the page),"sum of contract_value_taka in contracts.csv grouped by winner_id, as carried into companies.csv",High. The value is printed on the page named here and was re-read by a second extractor.,
F-MONEY-01,"309 firms are named as winners across 645 award notices worth 3723.68 crore taka, and 9 of them - 2.9% - account for half of it",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_735107.pdf,1-1,"award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director(KK Newaz), Chittagong Development Authority || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM",contracts.csv tender_id=735107 (29/29 recorded values found on the page); bids.csv tender_id=735107 (5/5 recorded values found on the page),"sum of contract_value_taka in contracts.csv grouped by winner_id, as carried into companies.csv",High. The value is printed on the page named here and was re-read by a second extractor.,
F-MONEY-01,"309 firms are named as winners across 645 award notices worth 3723.68 crore taka, and 9 of them - 2.9% - account for half of it",DOCUMENTED FACT,Contract_Awards_PDFs/Tender_775105.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Chittagong Development Authority || award_procuring_entity: Procuring Entity Name: Project Director(Rajib Das) || award_district: Procuring Entity District: Chattogram || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=775105 (29/29 recorded values found on the page); bids.csv tender_id=775105 (5/5 recorded values found on the page),"sum of contract_value_taka in contracts.csv grouped by winner_id, as carried into companies.csv",High. The value is printed on the page named here and was re-read by a second extractor.,
F-MONEY-02,"68 of the 309 winning firms won from more than one procuring entity, and one won from 7",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1000945.pdf,1-1,"award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_district: Dhanmondi, Dhaka. || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM || award_source_of_funds: Budget and Source of Funds: Own Fund Own Fund",contracts.csv tender_id=1000945 (29/29 recorded values found on the page); bids.csv tender_id=1000945 (5/5 recorded values found on the page),"procuring_entity_count in companies.csv, built from distinct award_procuring_entity_id per winner_id in contracts.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-MONEY-02,"68 of the 309 winning firms won from more than one procuring entity, and one won from 7",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_1081213.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Superintending Engineer (Civil Circle-4) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1081213 (29/29 recorded values found on the page); bids.csv tender_id=1081213 (5/5 recorded values found on the page),"procuring_entity_count in companies.csv, built from distinct award_procuring_entity_id per winner_id in contracts.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-MONEY-02,"68 of the 309 winning firms won from more than one procuring entity, and one won from 7",DATA-DERIVED FINDING,Contract_Awards_PDFs/Tender_199891.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Chief Engineer (Implementation) || award_procuring_entity_code: Procuring Entity Code: CE-01 || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works,contracts.csv tender_id=199891 (30/30 recorded values found on the page); bids.csv tender_id=199891 (5/5 recorded values found on the page),"procuring_entity_count in companies.csv, built from distinct award_procuring_entity_id per winner_id in contracts.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
F-CONN-01,"34 of the 309 winning firms declare who owns them, and no person named in those declarations is declared an owner of more than one of them",UNRESOLVED,Contract_Awards_PDFs/Tender_1097226.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Contract Award for: Goods || award_method: Procurement Method: OTM,contracts.csv tender_id=1097226 (24/24 recorded values found on the page); bids.csv tender_id=1097226 (2/2 recorded values found on the page); beneficial_owners.csv tender_id=1097226 (3/3 recorded values found on the page),"beneficial_owners.csv grouped by owner_name, placeholder values excluded, against the winner count in companies.csv",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-CONN-01,"34 of the 309 winning firms declare who owns them, and no person named in those declarations is declared an owner of more than one of them",UNRESOLVED,Contract_Awards_PDFs/Tender_1097756.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1097756 (29/29 recorded values found on the page); bids.csv tender_id=1097756 (5/5 recorded values found on the page); beneficial_owners.csv tender_id=1097756 (3/3 recorded values found on the page),"beneficial_owners.csv grouped by owner_name, placeholder values excluded, against the winner count in companies.csv",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-CONN-01,"34 of the 309 winning firms declare who owns them, and no person named in those declarations is declared an owner of more than one of them",UNRESOLVED,Contract_Awards_PDFs/Tender_1123494.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Superintending Engineer (Civil Circle-1) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1123494 (29/29 recorded values found on the page); bids.csv tender_id=1123494 (5/5 recorded values found on the page); beneficial_owners.csv tender_id=1123494 (3/3 recorded values found on the page),"beneficial_owners.csv grouped by owner_name, placeholder values excluded, against the winner count in companies.csv",Certain that the supplied documents do not answer it. Nothing here asserts what the answer would be.,
F-CONN-02,10 printed addresses in the archive are shared by more than one named firm; 8 of the 10 involve a joint venture printed at its partner's address,POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1008542.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Purbachal New Town Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1008542 (29/29 recorded values found on the page); bids.csv tender_id=1008542 (5/5 recorded values found on the page),"addresses_printed in companies.csv, whitespace and case folded, grouped where more than one company id shares one string",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-02,10 printed addresses in the archive are shared by more than one named firm; 8 of the 10 involve a joint venture printed at its partner's address,POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1060380.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Development of Residential and commercial Infrastructure at Jhilmil Residential Project Area || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1060380 (29/29 recorded values found on the page); bids.csv tender_id=1060380 (5/5 recorded values found on the page),"addresses_printed in companies.csv, whitespace and case folded, grouped where more than one company id shares one string",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-02,10 printed addresses in the archive are shared by more than one named firm; 8 of the 10 involve a joint venture printed at its partner's address,POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1069564.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Purbachal New Town Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1069564 (29/29 recorded values found on the page); bids.csv tender_id=1069564 (5/5 recorded values found on the page),"addresses_printed in companies.csv, whitespace and case folded, grouped where more than one company id shares one string",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-02,10 printed addresses in the archive are shared by more than one named firm; 8 of the 10 involve a joint venture printed at its partner's address,POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1083479.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Electrical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1083479 (29/29 recorded values found on the page); bids.csv tender_id=1083479 (5/5 recorded values found on the page),"addresses_printed in companies.csv, whitespace and case folded, grouped where more than one company id shares one string",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-03,"219 pairs of names in this archive resemble each other closely enough to be worth checking, and 0 were merged",POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1001460.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Mechanical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1001460 (29/29 recorded values found on the page); bids.csv tender_id=1001460 (5/5 recorded values found on the page),"name_candidate_pairs.csv, written by the dataset stage and left unmerged; the audit re-checks that merged is no on every row",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-03,"219 pairs of names in this archive resemble each other closely enough to be worth checking, and 0 were merged",POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1001461.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Office of the Superintending Engineer (Mechanical) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1001461 (29/29 recorded values found on the page); bids.csv tender_id=1001461 (5/5 recorded values found on the page),"name_candidate_pairs.csv, written by the dataset stage and left unmerged; the audit re-checks that merged is no on every row",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-03,"219 pairs of names in this archive resemble each other closely enough to be worth checking, and 0 were merged",POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1008545.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Purbachal New Town Project || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1008545 (29/29 recorded values found on the page); bids.csv tender_id=1008545 (5/5 recorded values found on the page),"name_candidate_pairs.csv, written by the dataset stage and left unmerged; the audit re-checks that merged is no on every row",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-CONN-03,"219 pairs of names in this archive resemble each other closely enough to be worth checking, and 0 were merged",POSSIBLE CONNECTION,Contract_Awards_PDFs/Tender_1082495.pdf,1-1,award_ministry: Ministry/Division: Ministry of Housing and Public Works || award_agency: Agency: Rajdhani Unnayan Kartripakkha (RAJUK) || award_procuring_entity: Procuring Entity Name: Superintending Engineer (Civil Circle-4) || award_district: Procuring Entity District: Dhaka || award_for: Ministry/Division: Ministry of Housing and Public Works || award_method: Procurement Method: OTM,contracts.csv tender_id=1082495 (29/29 recorded values found on the page); bids.csv tender_id=1082495 (5/5 recorded values found on the page),"name_candidate_pairs.csv, written by the dataset stage and left unmerged; the audit re-checks that merged is no on every row",The shared value is certain. The relationship it suggests is not established by any supplied document.,
F-SIGNAL-01,"908 of the 1151 tenders carry at least one of the 10 printed observations this investigation can check, and 9 carry four or more",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_436738.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (Saltgola) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=436738 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 4 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 5 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 6 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=436738 clause 7 (2/2 recorded values found on the page); lots.csv tender_id=436738 (4/6 recorded values found on the page),"one row per tender in tenders.csv; each signal is the predicate printed beside it, evaluated over tenders.csv, bids.csv and eligibility_criteria.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","2 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-SIGNAL-01,"908 of the 1151 tenders carry at least one of the 10 printed observations this investigation can check, and 9 carry four or more",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_538256.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CCORRP) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CCORRP) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Project Director (CCORRP) || thana: Tender/Proposal : Kotowali Circle Fax No :,tenders.csv tender_id=538256 (37/37 recorded values found on the page); eligibility_criteria.csv tender_id=538256 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=538256 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=538256 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=538256 clause 4 (2/2 recorded values found on the page); lots.csv tender_id=538256 (4/6 recorded values found on the page),"one row per tender in tenders.csv; each signal is the predicate printed beside it, evaluated over tenders.csv, bids.csv and eligibility_criteria.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","2 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-SIGNAL-01,"908 of the 1151 tenders carry at least one of the 10 printed observations this investigation can check, and 9 carry four or more",DATA-DERIVED FINDING,Tender Notice_PDFs/CDA_Tender_780102.pdf,1-2,"ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || procuring_entity: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || district: Procuring Entity Code : Procuring Entity District : Chattogram || city: Organization : Chittagong Development Authority Procuring Entity Name : Management Information System (MIS) || thana: Kotowali,",tenders.csv tender_id=780102 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=780102 clause 1 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=780102 clause 2 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=780102 clause 3 (2/2 recorded values found on the page); eligibility_criteria.csv tender_id=780102 clause 4 (2/2 recorded values found on the page); lots.csv tender_id=780102 (5/6 recorded values found on the page),"one row per tender in tenders.csv; each signal is the predicate printed beside it, evaluated over tenders.csv, bids.csv and eligibility_criteria.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.","1 value(s) are printed in another form - a reassembled table cell, or wording that differs - and are shown against the page in evidence_index.json"
F-SIGNAL-01,"908 of the 1151 tenders carry at least one of the 10 printed observations this investigation can check, and 9 carry four or more",DATA-DERIVED FINDING,Tender Notice_PDFs/KDA_Tender_581310.pdf,1-2,ministry: Ministry : Ministry of Housing and Public Works Division : || agency: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of Exen (works) || procuring_entity: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of Exen (works) || district: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of Exen (works) || city: Organization : Khulna Development Authority (KDA) Procuring Entity Name : Office of Exen (works) || thana: Thana : Sonadanga,tenders.csv tender_id=581310 (36/36 recorded values found on the page); eligibility_criteria.csv tender_id=581310 clause 1 (2/2 recorded values found on the page); lots.csv tender_id=581310 (6/6 recorded values found on the page),"one row per tender in tenders.csv; each signal is the predicate printed beside it, evaluated over tenders.csv, bids.csv and eligibility_criteria.csv","High for the arithmetic, which is given in full in the Calculation column; the inputs are printed values.",
